,title,description,date,type,comp_short,data_exchange,data-price
5676,S&P 500 показал худшие 4 месяца с 1939 года. BofA предсказал новый обвал,"Аналитики Bank of America прогнозируют продолжение распродаж на мировом рынке. Эксперты уверены, падение S&P 500 ниже отметки в 4000 может спровоцировать массовый отток средств инвесторов с рынка акций США","06 мая 2022, 16:23",Новости,"['BAC', 'JPM', 'MS']","['0.809', '0.856', '0.262']","['37.36', '123.65', '84.06']"
5677,ЦБ установил курс юаня на 7-9 мая,,"06 мая 2022, 16:18",Новости,"['MOEX', 'CNY/RUB']","['-1.031', '2.588']","['90.27', '10.5001']"
5678,Гендиректор Spotify заявил о покупке акций компании на $50 млн,,"06 мая 2022, 16:10",Новости,"['SPOT', 'MSFT']","['2.099', '-0.756']","['107', '274.5']"
5679,ЦБ установил курсы доллара и евро на 7-9 мая,,"06 мая 2022, 16:09",Новости,"['USD', 'EUR', 'MOEX']","['0.04476140609109', '0.36293918062349', '-1.031']","['96.1079', '105.6891', '90.27']"
5680,ГДР TCS Group упали почти на 8% на фоне отключения SWIFT-переводов в евро,,"06 мая 2022, 15:35",Новости,"['VTBR', 'SBER']","['-1.591', '-1.362']","['97.4', '123.1']"
5681,Акции FuboTV упали на 21% на премаркете после снижения прогноза,,"06 мая 2022, 15:31",Новости,"['NFLX', 'WBD', 'DIS']","['-4.888', '-4.062', '-1.563']","['180.38', '17.95', '110.23']"
5682,Курс доллара вырос более чем на ₽3 и вновь поднялся выше ₽70,Рубль слабеет к доллару и европейской валюте после длинной серии укрепления,"06 мая 2022, 15:24",Новости,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['3.586', '1.142', '4.419']","['69.4025', '1.0628', '73.25']"
5683,Курс евро вырос более чем на ₽4 и превысил ₽74,Спрос на доллары и евро на валютном рынке вырос на фоне сохранения геополитической напряженности,"06 мая 2022, 14:50",Новости,"['EUR/RUB', 'EUR/USD', 'USD/RUB']","['4.419', '1.142', '3.586']","['73.25', '1.0628', '69.4025']"
5684,Акции Virgin Galactic упали после переноса полетов на следующий год,Компания Ричарда Брэнсона Virgin Galactic в очередной раз перенесла запуск коммерческих полетов с туристами. Компания отложила первый полет на следующий год из-за проблем с поставками комплектующих и нехватки сотрудников,"06 мая 2022, 14:32",Новости,"['SPCE', 'TSLA', 'AMZN']","['-9.72', '-1.89', '-1.87']","['6.78', '288.25666666667', '114.6575']"
5685,JAL ожидает вернуться к прибыли на фоне открытия границ в Японии,,"06 мая 2022, 13:52",Новости,"['AAL', 'SAVE', 'UAL']","['-4.45', '-4.185', '-4.709']","['17.82', '19.92', '47.15']"
5686,Нефтяное эмбарго и новые санкции ЕС — смотрите в «Индексе недели»,"Главные события, влияющие на самочувствие инвестиционных портфелей, — в новом «Индексе недели». Вот ключевые темы этой недели","06 мая 2022, 13:30",Новости,"['SBER', 'BRENT']","['-1.362', '0.179']","['123.1', '112']"
5687,ФАС разрешила дочке «Русагро» купить агрохолдинг «Юг Сибири»,,"06 мая 2022, 13:13",Новости,"['AGRO', 'PHOR']","['1.518', '3.53']","['869.2', '7421']"
5688,Peloton планирует продать до 20% своего бизнеса,,"06 мая 2022, 12:48",Новости,"['PTON', 'LULU', 'NKE']","['-7.35', '-7.026', '-4.225']","['15.63', '316.51', '114.01']"
5689,NIO объявила о вторичном листинге в Сингапуре,,"06 мая 2022, 12:34",Новости,"['TSLA', 'RIVN', 'GM']","['-1.89', '-5.781', '0.076']","['288.25666666667', '28.85', '39.54']"
5690,Китайская CATL завершает подготовку к запуску своего производства в США,,"06 мая 2022, 12:27",Новости,"['TSLA', 'GM']","['-1.89', '0.076']","['288.25666666667', '39.54']"
5691,Акции IT-компаний Китая взлетели на новости о замене иностранных ПК,"Власти Китая призвали госучреждения и госкорпорации заменить компьютеры и ПО иностранных брендов на созданные в КНР в течение двух лет. Для этого потребуется закупить минимум 50 млн компьютеров, сообщил Bloomberg","06 мая 2022, 12:04",Новости,"['AMD', 'MSFT', 'DELL']","['0.989', '-0.756', '-4.244']","['94.97', '274.5', '45.58']"
5692,Tesla намерена работать в две смены на заводе в Шанхае с 16 мая,,"06 мая 2022, 11:44",Новости,"['TSLA', 'RIVN', 'TM']","['-1.89', '-5.781', '1.591']","['288.25666666667', '28.85', '172.4']"
5693,Акции золотодобытчика «Селигдар» взлетели на ожиданиях выплаты дивидендов,"Совет директоров компании рекомендовал выплатить акционерам ₽4,5 на одну обыкновенную акцию. Доходность такой выплаты составит 8,7% по текущей цене","06 мая 2022, 11:41",Новости,"['SELG', 'PLZL']","['2.638', '-0.955']","['50.19', '13485']"
5694,Boeing перенесет штаб-квартиру ближе к Вашингтону,,"06 мая 2022, 11:21",Новости,"['BA', 'AAL', 'AFLT']","['-1.549', '-4.45', '-1.954']","['148.74', '17.82', '30.1']"
5695,Акции технологических компаний Китая падают при отсутствии мер поддержки,,"06 мая 2022, 10:39",Новости,"['WB', 'JD', 'BABA']","['-3.887', '-5.249', '-5.132']","['21.02', '55.6', '90.03']"
5696,Торги на СПБ Бирже и итоги сессии в США и Азии утром 6 мая,"Основные индексы США закрылись падением, индексы Азии торгуются разнонаправленно. Цены на нефть и газ растут. Вот как идут торги на СПБ Бирже — главной торговой площадке иностранными акциями в России","06 мая 2022, 10:05",Новости,"['USD/RUB', 'IMOEX', 'SPBE']","['3.586', '-0.489', '-3.702']","['69.4025', '2393.03', '254.9']"
5697,Производитель контактных линз Bausch + Lomb привлек $630 млн в ходе IPO,,"06 мая 2022, 09:53",Новости,"['NVS', 'ABBV', 'LLY']","['0.315', '1.321', '2.003']","['86', '152.59', '295.81']"
5698,Сбербанк может свернуть проект SberGames,,"06 мая 2022, 09:23",Новости,"['SBER', 'VTBR']","['-1.362', '-1.591']","['123.1', '97.4']"
5699,"«Медвежий» рынок на NASDAQ, обвал юаня, Shell продает заправки: дайджест","Рынок США обвалился в четверг на максимальное значение за год. Доллар вырос против китайского юаня до максимума с ноября 2020 года. Shell может продать заправки ЛУКОЙЛу .Заметные события, которые будут влиять на рынки","06 мая 2022, 09:12",События дня,"['MRNA', 'REGN']","['-4.312', '-1.452']","['133.8', '623']"
5700,Индекс NASDAQ испытал максимальное внутридневное падение с июня 2020 года,"Снижение американского технологического сектора произошло после ралли рынка накануне, когда ФРС США объявила о повышении ключевой ставки","05 мая 2022, 21:11",Новости,"['SHOP', 'COIN', 'MSTR']","['-15.747', '-12.202', '-10.52']","['40.129', '114.12', '323.03']"
5701,Ждет ли нас доллар по ₽60. Эксперты оценили перспективы рубля,Курс доллара к рублю снизился до минимумов за два года и теперь доллар стоит около ₽66. Как долго будет продолжаться рост российской валюты? Разбираемся вместе с экспертами,"05 мая 2022, 21:00",Что это значит,"['USD', 'USD/RUB', 'EUR/USD']","['0.04476140609109', '1.056', '-0.209']","['96.1079', '67', '1.0508']"
5702,«Аэрофлот» отложит публикацию отчетности за первый квартал 2022 года,,"05 мая 2022, 20:55",Новости,"['AFLT', 'AAL', 'DAL']","['-1.603', '-4.555', '-2.645']","['30.7', '18.65', '42.33']"
5703,НОВАТЭК направил в правительство заявку на сохранение листинга за рубежом,,"05 мая 2022, 20:37",Новости,"['NVTK', 'GAZP', 'LKOH']","['0.218', '1.896', '2.702']","['1009.2', '238.6', '4675']"
5704,Германия арендует плавучие заводы СПГ в попытке снизить зависимость от РФ,,"05 мая 2022, 20:20",Новости,"['NVTK', 'GAZP', 'SNGS']","['0.218', '1.896', '1.063']","['1009.2', '238.6', '23.3']"
5705,Акции Wayfair рухнули на 21% после публикации слабого отчета за квартал,,"05 мая 2022, 20:16",Новости,"['W', 'LOW', 'HD']","['-16.697', '-5.372', '-4.62']","['72.44', '195.88', '299.99']"
5706,Криптобиржа Coinbase уведомила россиян об ограничении доступа к аккаунтам,,"05 мая 2022, 19:33",Новости,"['COIN', 'HOOD', 'V']","['-12.202', '-3.978', '-3.531']","['114.12', '10.38', '206.57']"
5707,Акции Nikola выросли на 15% после публикации сильного квартального отчета,,"05 мая 2022, 19:08",Новости,"['TSLA', 'GM']","['-7.197', '-3.634']","['293.81', '39.51']"
5708,NASDAQ Composite снижается на 4% после вчерашнего ралли,,"05 мая 2022, 19:00",Новости,"['AMD', 'NVDA', 'NFLX']","['-5.288', '-7.759', '-6.884']","['94.04', '187.13', '189.65']"
5709,"ВВП: что это, как определить и на что влияет","Валовой внутренний продукт, или ВВП — один из ключевых показателей, характеризующий развитие любой экономики. Рассказываем в деталях все, что нужно знать о нем","05 мая 2022, 18:51",Академия,['USD/RUB'],['1.056'],['67']
5710,Бумаги «Газпрома» перестанут торговаться на иностранных биржах 31 мая,«Газпром» проведет делистинг своих расписок с иностранных бирж. Делистинг депозитарных расписок с Лондонской биржи вступит в силу с 31 мая. Владельцы расписок имеют право конвертировать их в акции компании,"05 мая 2022, 18:18",Новости,"['GAZP', 'SIBN']","['1.896', '-0.22']","['238.6', '408']"
5711,Российский НОВАТЭК старается сохранить объемы торговли газом в Европе,,"05 мая 2022, 18:16",Новости,"['NVTK', 'GAZP', 'SNGS']","['0.218', '1.896', '1.063']","['1009.2', '238.6', '23.3']"
5712,Прибыль ConocoPhillips в первом квартале выросла более чем в пять раз,,"05 мая 2022, 17:57",Новости,"['COP', 'SHEL', 'XOM']","['-2.615', '-1.213', '-2.519']","['101.28', '56.21', '89']"
5713,GE проведет модернизацию гидроэлектростанции в Южной Америке,,"05 мая 2022, 17:50",Новости,"['PBF', 'GE', 'HYDR']","['-3.703', '-2.274', '-0.93597903406964']","['30.69', '77.79', '0.5292']"
5714,Квартальная выручка Crocs подскочила на 43%,,"05 мая 2022, 17:42",Новости,"['CROX', 'NKE', 'GAP']","['-6.782', '-4.913', '-4.552']","['67.35', '119.04', '12.79']"
5715,"Билл Гейтс заявил, что Илон Маск может сделать Twitter хуже",,"05 мая 2022, 17:22",Новости,"['MSFT', 'GOOGL']","['-4.397', '-5.17']","['276.59', '115.7395']"
5716,Google обжаловал решение ФАС о нарушении конкурентного права,,"05 мая 2022, 17:04",Новости,"['GOOGL', 'AAPL']","['-5.17', '-4.712']","['115.7395', '158.13']"
5717,ЦБ установил курс юаня на 6 мая,,"05 мая 2022, 16:56",Новости,"['MOEX', 'CNY/RUB']","['0.352', '1.935']","['91.21', '10.2352']"
5718,ЦБ установил курсы доллара и евро на 6 мая,,"05 мая 2022, 16:49",Новости,"['USD', 'EUR', 'MOEX']","['0.04476140609109', '0.36293918062349', '0.352']","['96.1079', '105.6891', '91.21']"
5719,ADNOC одобрила применение на своих месторождениях оборудования ЛУКОЙЛа,,"05 мая 2022, 16:37",Новости,"['LKOH', 'SIBN', 'ROSN']","['2.702', '-0.22', '0.202']","['4675', '408', '397']"
5720,Uniper построит первый терминал СПГ в Германии,,"05 мая 2022, 16:31",Новости,['GAZP'],['1.896'],['238.6']
5721,Shell сообщила о потерях в $4 млрд из-за ухода из России,"Несмотря на значительные потери, нефтегазовая компания достигла рекордной квартальной прибыли. Предыдущий рекорд был в 2008 году","05 мая 2022, 16:25",Новости,"['SHEL', 'CVX', 'XOM']","['-1.213', '-2.315', '-2.519']","['56.21', '163.72', '89']"
5722,Акции Shopify обвалились на 15% на фоне отчета о квартальном убытке,,"05 мая 2022, 16:14",Новости,"['SHOP', 'AMZN', 'JD']","['-15.747', '-7.02', '-6.605']","['40.129', '116.843', '58.68']"
5723,ОПЕК+ увеличит объем нефтедобычи в июне до 432 тыс. баррелей в сутки,,"05 мая 2022, 16:10",Новости,"['BRENT', 'SHEL', 'SIBN']","['4.145', '-1.213', '-0.22']","['111.8', '56.21', '408']"
5724,Жозеп Боррель: отказ от российского газа сейчас не обсуждается,,"05 мая 2022, 16:02",Новости,"['GAZP', 'NVTK', 'LKOH']","['1.896', '0.218', '2.702']","['238.6', '1009.2', '4675']"
5725,FT рассчитала комфортную цену нефти для России при введении эмбарго ЕС,"Эксперты уверены, что российская экономика сможет выстоять в случае введения нефтяного эмбарго ЕС","05 мая 2022, 15:54",Новости,['BRENT'],['4.145'],['111.8']
5726,Европейские банки потеряли около $7 млрд на выходе из России,,"05 мая 2022, 15:53",Новости,"['BAC', 'C', 'JPM']","['-4.163', '-2.06', '-3.457']","['37.06', '50.88', '122.6']"
5727,Маск получил свыше $7 млрд на покупку Twitter. Акции выросли на 3%,,"05 мая 2022, 15:20",Новости,"['TSLA', 'VKCO']","['-7.197', '-0.207']","['293.81', '386']"
5728,Акции «Белуга Групп» подскочили на 9% в отсутствие корпоративных новостей,,"05 мая 2022, 14:34",Новости,"['BELU', 'ABRD', 'SAM']","['3.24', '0.57', '-0.326']","['2390', '176.5', '373.13']"
5729,CEO Shell: зима в Европе будет тяжелой без российского газа,,"05 мая 2022, 14:28",Новости,"['SHEL', 'XOM', 'CVX']","['-1.213', '-2.519', '-2.315']","['56.21', '89', '163.72']"
5730,«Аэрофлот» прекратит торги своими расписками на Франкфуртской бирже,,"05 мая 2022, 14:05",Новости,"['AFLT', 'DAL', 'SAVE']","['-1.603', '-2.645', '-4.105']","['30.7', '42.33', '20.79']"
5731,Аналитики оценили влияние шестого пакета санкций на рынок энергоресурсов,,"05 мая 2022, 13:57",Новости,"['BRENT', 'CVX', 'GAZP']","['4.145', '-2.315', '1.896']","['111.8', '163.72', '238.6']"
5732,Производители удобрений в России просят снизить им ставку НДС вдвое,,"05 мая 2022, 13:54",Новости,"['PHOR', 'AKRN']","['1.775', '0.212']","['7168', '16998']"
5733,«Газпром» использует «Северный поток — 2» для газоснабжения в России,,"05 мая 2022, 13:51",Новости,"['GAZP', 'SIBN', 'NVTK']","['1.896', '-0.22', '0.218']","['238.6', '408', '1009.2']"
5734,Ставки по краткосрочным вкладам снизились до 13–14% годовых,"За последнюю неделю ставки по депозитам снизились в среднем на 0,7–1,5 п.п. Максимальная ставка по краткосрочным вкладам составляет 16% годовых, доходность годовых депозитов — не выше 12%","05 мая 2022, 13:37",Новости,"['GBP/RUB', 'CNY/RUB', 'CHF/RUB']","['-1.351', '1.935', '-5.943']","['84', '10.2352', '70.59']"
5735,Продажи новых легковых автомобилей в апреле упали почти втрое,,"05 мая 2022, 13:26",Новости,"['KMAZ', 'F', 'TM']","['-0.389', '-3.28', '-2.471']","['102.3', '14.45', '169.7']"
5736,ЛУКОЙЛ прекратит листинг своих расписок и акций на Лондонской бирже,,"05 мая 2022, 13:25",Новости,"['LKOH', 'SIBN', 'RNFT']","['2.702', '-0.22', '-0.613']","['4675', '408', '97.2']"
5737,UniCredit отчитался об убытке от бизнеса в России в размере €915 млн,,"05 мая 2022, 13:16",Новости,"['SBER', 'SBERP', 'VTBR']","['1.299', '0.537', '1.046']","['124.8', '125.47', '98.975']"
5738,Выручка «Русгрейна» в 2021 году выросла на 38%,,"05 мая 2022, 13:16",Новости,"['AGRO', 'PHOR']","['0.753', '1.775']","['856.2', '7168']"
5739,Япония заявила о трудностях на пути прекращения импорта нефти из России,,"05 мая 2022, 12:54",Новости,"['ROSN', 'SIBN', 'BANE']","['0.202', '-0.22', '0.404']","['397', '408', '993']"
5740,Британия отозвала у Мосбиржи статус признанной биржи с 5 мая,Инвесторы не смогут воспользоваться британскими налоговыми льготами. Британское управление по налоговым и таможенным сборам отозвало статус признанной фондовой биржи у торговой площадки в Москве с 5 мая 2022 года,"05 мая 2022, 12:15",Новости,"['MOEX', 'IMOEX']","['0.352', '1.333']","['91.21', '2404.8']"
5741,SEC внесла еще 80 компаний КНР в список на потенциальный делистинг в США,,"05 мая 2022, 12:09",Новости,"['JD', 'BIDU', 'BABA']","['-6.605', '-6.914', '-6.456']","['58.68', '122.93', '94.9']"
5742,En+ планирует сохранить листинг ГДР на зарубежных биржах,,"05 мая 2022, 11:46",Новости,"['ENPG', 'RUAL']","['-1.9256807582368', '1.662']","['325.95', '66.35']"
5743,Котировки UTair взлетели на 22% на фоне роста прибыли более чем в 8 раз,,"05 мая 2022, 11:40",Новости,"['AFLT', 'AAL', 'DAL']","['-1.603', '-4.555', '-2.645']","['30.7', '18.65', '42.33']"
5744,"Акции китайской CATL упали на 8,15% на фоне выхода отчетности",,"05 мая 2022, 11:36",Новости,"['F', 'TM', 'GE']","['-3.28', '-2.471', '-2.274']","['14.45', '169.7', '77.79']"
5745,«Мосэнерго» объявила о прекращении торгов своими расписками за рубежом,,"05 мая 2022, 11:17",Новости,['MSNG'],['-0.805'],['1.726']
5746,В России обсуждают индексацию фиксированных цен на минеральные удобрения,,"05 мая 2022, 10:53",Новости,"['PHOR', 'AKRN']","['1.775', '0.212']","['7168', '16998']"
5747,"Акции eBay упали на 6,47% на закрытии постторгов",,"05 мая 2022, 10:42",Новости,"['EBAY', 'BABA', 'WMT']","['-4.48', '-6.456', '-1.702']","['48.83', '94.9', '151.87']"
5748,Курс доллара упал ниже 66 рублей впервые с 5 марта 2020 года,Рубль укрепляется к доллару и европейской валюте на фоне продаж валютной выручки российскими экспортерами,"05 мая 2022, 10:17",Новости,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['1.056', '-0.209', '-0.415']","['67', '1.0508', '70.15']"
5749,Торги на СПБ Бирже и итоги сессии в США и Азии утром 5 мая,Американские и азиатские рынки оптимистично восприняли рост ставок ФРС США. Между тем по-прежнему сохраняется угроза стагфляции. Вот как идут торги на СПБ Бирже — главной торговой площадке иностранными акциями в России,"05 мая 2022, 10:00",Новости,"['USD/RUB', 'RTSI', 'IMOEX']","['1.056', '0.52', '1.333']","['67', '1119.92', '2404.8']"
5750,Холдинг Баффета нарастил долю в нефтяной компании Occidental,"Инвестиционный холдинг Уоррена Баффета приобрел акции нефтяной компании 2 и 3 мая. Всего Berkshire Hathaway теперь принадлежит 142,26 млн обыкновенных акций Occidental Petroleum на сумму $8,76 млрд","05 мая 2022, 09:42",Новости,"['BRK B', 'SHEL', 'XOM']","['-3.278', '-1.213', '-2.519']","['316.28', '56.21', '89']"
5751,ЛУКОЙЛ получил 50% в совместном предприятии с «Газпром нефтью»,,"05 мая 2022, 09:25",Новости,"['LKOH', 'SIBN', 'ROSN']","['2.702', '-0.22', '0.202']","['4675', '408', '397']"
5752,"Баффет купил акции Occidental, кандидаты на делистинг из США: дайджест","Компания Баффета купила еще 5,89 млн акций нефтяной компании Occidental Petroleum. SEC пополнила список кандидатов на делистинг с бирж США еще 80 компаниями из Китая. Заметные события, которые будут влиять на рынки","05 мая 2022, 09:14",События дня,"['MRNA', 'REGN']","['-8.977', '-4.34']","['139.83', '632.18']"
5753,"ФРС США повысила ставку до 0,75–1% годовых. Что важно знать инвесторам","Федеральная резервная система по итогам двухдневного заседания приняла решение повысить ставку на 0,5 п.п. С 1 июня ФРС будет сокращать баланс на $47,5 млрд в месяц, с 1 сентября скорость увеличится до $95 млрд","04 мая 2022, 22:17",Новости,['EUR/USD'],['0.238'],['1.053']
5754,ФРС повысила ставку сразу на 50 базисных пунктов впервые за 22 года,"ФРС по итогам заседания 3–4 мая повысила ставку сразу на половину процентного пункта впервые с 2000 года. Теперь она составляет 0,75–1% годовых","04 мая 2022, 21:17",Новости,"['AAPL', 'MSFT', 'GOOGL']","['3.959', '2.451', '3.784']","['165.95', '289.31', '122.05']"
5755,ЕС не смог сегодня согласовать эмбарго на российскую нефть,,"04 мая 2022, 21:11",Новости,"['SIBN', 'LKOH', 'ROSN']","['-1.942', '-3.139', '-3.13']","['408.9', '4552', '396.2']"
5756,ФАС разрешила «Мультипро» купить «ВБД Напитки» у PepsiCo,,"04 мая 2022, 20:34",Новости,"['PEP', 'KO', 'PG']","['3.417', '1.981', '0.307']","['173.74', '64.35', '156.91']"
5757,Цена нефти Brent превысила $110 за баррель впервые с 19 апреля,Цены на сырье восстанавливаются на фоне роста опасений относительно поставок нефти,"04 мая 2022, 20:26",Новости,"['BRENT', 'LKOH', 'SIBN']","['-1.505', '-3.139', '-1.942']","['107.35', '4552', '408.9']"
5758,CEO Coca-Cola не исключил полного ухода компании с рынка России,,"04 мая 2022, 20:18",Новости,"['KO', 'PEP', 'PG']","['1.981', '3.417', '0.307']","['64.35', '173.74', '156.91']"
5759,Акции Uber рухнули на 12% после выхода квартального отчета,,"04 мая 2022, 19:22",Новости,"['UBER', 'LYFT', 'YDEX']","['-1.336', '-4.067', '-3.827']","['28.06', '21.7', '1699']"
5760,Курс евро упал ниже ₽70 впервые с февраля 2020 года,Российская валюта укрепляется по отношению к евро и доллару,"04 мая 2022, 19:11",Новости,"['EUR/RUB', 'EUR/USD', 'USD/RUB']","['-5.763', '0.238', '-6.567']","['70.4425', '1.053', '66.3']"
5761,Курс доллара упал ниже ₽67 впервые с марта 2020 года,Доллар и евро обвалились более чем на 6%. Рубль укрепляется к доллару и европейской валюте на фоне продаж валюты экспортерами и позитивной динамики на сырьевых площадках,"04 мая 2022, 18:56",Новости,"['USD/RUB', 'EUR/RUB', 'CNY/RUB']","['-6.567', '-5.763', '-7.542']","['66.3', '70.4425', '10.0409']"
5762,Счета и активы «дочки» Google в России арестовали на ₽500 млн по иску НТВ,,"04 мая 2022, 18:53",Новости,"['GOOGL', 'NFLX', 'SPOT']","['3.784', '1.688', '0.229']","['122.05', '203.67', '109.53']"
5763,Акции поставщика Apple взлетели на 10% на фоне сильной отчетности,,"04 мая 2022, 18:29",Новости,"['LITE', 'AAPL', 'GE']","['10.139', '3.959', '2.091']","['89.84', '165.95', '79.6']"
5764,"«Группа Позитив» выплатит квартальные дивиденды в расчете ₽14,4 на акцию",,"04 мая 2022, 18:25",Новости,"['ORCL', 'CSCO', 'INTC']","['2.333', '3.24', '3.138']","['75', '51.62', '46.35']"
5765,Курс евро упал ниже ₽71 впервые с февраля 2020 года,Российская валюта укрепляется по отношению к евро и доллару на фоне продаж валюты со стороны экспортеров и позитивной ситуации на товарных рынках,"04 мая 2022, 18:20",Новости,"['EUR/RUB', 'EUR/USD', 'USD/RUB']","['-5.763', '0.238', '-6.567']","['70.4425', '1.053', '66.3']"
5766,Акции Ozon упали на 3% на фоне выхода отчета за 4-й квартал,,"04 мая 2022, 18:07",Новости,"['OZON', 'AMZN', 'EBAY']","['-3.718', '1.261', '-5.21']","['984', '125.665', '51.12']"
5767,"Альфа-Банк рассказал, что делать с центами на ИИС при переводе активов","Клиенты Альфа-Банка должны до 5 мая продать иностранную валюту с ИИС, если хотят перевести счет к другому брокеру. Однако инвесторы не могли продать центы. В Альфа-Банке рассказали, что сами их конвертируют","04 мая 2022, 18:01",Новости,"['USD/RUB', 'EUR/RUB']","['-6.567', '-5.763']","['66.3', '70.4425']"
5768,Курс доллара впервые за два года упал ниже ₽68,"Рубль укрепляется к доллару и европейской валюте. Курс доллара на минимуме падал до ₽67,7, а курс евро — до ₽71,3","04 мая 2022, 17:57",Новости,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['-6.567', '0.238', '-5.763']","['66.3', '1.053', '70.4425']"
5769,Эксперты предсказали повышение ставки ФРС на 50 б.п. впервые с 2000 года,"По итогам заседания 3–4 мая регулятор также может объявить о сокращении баланса. После этого политики будут оценивать, как такие шаги повлияют на замедляющуюся экономику","04 мая 2022, 17:31",Новости,['EUR/USD'],['0.238'],['1.053']
5770,Маска пригласили в британский парламент для обсуждения покупки Twitter,,"04 мая 2022, 17:20",Новости,"['MSFT', 'GOOGL']","['2.451', '3.784']","['289.31', '122.05']"
5771,"РФ нарастила экспорт нефти в апреле на 2% в страны, кроме постсоветских",,"04 мая 2022, 17:12",Новости,"['SIBN', 'LKOH', 'ROSN']","['-1.942', '-3.139', '-3.13']","['408.9', '4552', '396.2']"
5772,Raiffeisen Bank создал резервы на €105 млн на фоне антироссийских санкций,,"04 мая 2022, 16:54",Новости,"['SBER', 'VTBR']","['-4.348', '-2.513']","['123.2', '97.95']"
5773,Банк HSBC в мае обсудит с акционером разделение бизнеса на две структуры,,"04 мая 2022, 16:47",Новости,"['BK', 'BAC', 'JPM']","['4.361', '3.784', '3.043']","['44.99', '38.67', '126.99']"
5774,Великобритания ввела санкции против КамАЗа,,"04 мая 2022, 16:44",Новости,"['KMAZ', 'GAZA']","['-0.291', '3.922']","['102.7', '371']"
5775,Emerson решила продать свою российскую «дочку» Metran,,"04 мая 2022, 16:33",Новости,"['CAT', 'VALE', 'DE']","['4.257', '-0.539', '1.774']","['222.62', '16.6', '396.35']"
5776,ЦБ установил курсы доллара и евро на 5 мая,,"04 мая 2022, 16:30",Новости,"['USD', 'EUR', 'MOEX']","['0.04476140609109', '0.36293918062349', '-4.114']","['96.1079', '105.6891', '90.89']"
5777,Совет директоров «Акрона» рекомендовал не выплачивать дивиденды,,"04 мая 2022, 16:08",Новости,"['AKRN', 'PHOR']","['-1.395', '-0.901']","['16962', '7043']"
5778,Бумаги «Ленэнерго» взлетели на 11% после объявления финальных дивидендов,"«Россети Ленэнерго» выплатит финальные дивиденды по итогам 2021 года в размере ₽21,2238 по привилегированным бумагам и ₽0,3479 по обыкновенным акциям","04 мая 2022, 16:06",Новости,"['LSNGP', 'LSNG']","['9.87', '2.953']","['152.5', '7.67']"
5779,ЦБ установил курс юаня на 5 мая,,"04 мая 2022, 16:05",Новости,"['MOEX', 'CNY/RUB', 'CNY']","['-4.114', '-7.542', '0.20142101418801']","['90.89', '10.0409', '13.581']"
5780,«Велком» купила бизнес Valio в России на собственные средства,,"04 мая 2022, 15:58",Новости,"['PEP', 'KO', 'KHC']","['3.417', '1.981', '0.968']","['173.74', '64.35', '42.78']"
5781,США планируют ввести санкции в отношении китайской Hikvision,,"04 мая 2022, 15:55",Новости,"['BABA', 'EBAY', 'JD']","['1.409', '-5.21', '1.094']","['101.45', '51.12', '62.83']"
5782,Квартальная выручка «Энел Россия» по РСБУ выросла на 15%,,"04 мая 2022, 15:47",Новости,"['HYDR', 'FEES', 'LSNG', 'LSNGP', 'MRKC', 'MRKP', 'MRKZ', 'MSRS']","['-0.324', '-1.157', '2.953', '9.87', '7.533', '6.438', '-4.007', '1.997']","['0.8', '0.09908', '7.67', '152.5', '0.2598', '0.1703', '0.02875', '0.9195']"
5783,Bloomberg сообщил об инфляционных рисках в Европе после нефтяного эмбарго,,"04 мая 2022, 15:28",Новости,"['ROSN', 'LKOH', 'SIBN']","['-3.13', '-3.139', '-1.942']","['396.2', '4552', '408.9']"
5784,СД «Ленэнерго» рекомендовал дивиденды за 2021 год. Акции выросли на 7%,,"04 мая 2022, 15:10",Новости,"['LSNG', 'LSNGP', 'MSNG']","['2.953', '9.87', '1.163']","['7.67', '152.5', '1.74']"
5785,Индексы индийских бирж упали на 2% на фоне повышения ставки репо,,"04 мая 2022, 14:47",Новости,"['IMOEX', 'SPBE', 'RTSI']","['-2.945', '-4.231', '3.015']","['2373.16', '271.6', '1114.13']"
5786,Правительство увеличило поддержку автозавода ГАЗ. Акции выросли на 8%,,"04 мая 2022, 14:25",Новости,"['GAZA', 'KMAZ']","['3.922', '-0.291']","['371', '102.7']"
5787,Акции НОВАТЭКа упали на 5% на фоне указа Путина о запрете экспорта,,"04 мая 2022, 14:14",Новости,"['NVTK', 'GAZP', 'SNGS']","['-6.413', '-2.596', '-2.68']","['1007', '234.16', '23.055']"
5788,Нефтетрейдер Vitol отправил первую партию российской нефти ESPO в ОАЭ,,"04 мая 2022, 13:50",Новости,"['HAL', 'SLB', 'BKR']","['3.615', '4.964', '3.857']","['37.83', '42.5', '32.85']"
5789,Совет директоров «Аэрофлота» одобрил допэмиссию акций на ₽186 млрд,"Компания разместит 5,42 млрд бумаг по ₽34,29 за штуку. Всего «Аэрофлот» может привлечь около ₽186 млрд","04 мая 2022, 13:50",Новости,"['AFLT', 'DAL', 'SAVE']","['0.193', '0.602', '0.139']","['31.2', '43.48', '21.68']"
5790,Датская Maersk потеряла более $700 млн из-за ухода из России,,"04 мая 2022, 13:10",Новости,"['FDX', 'FESH', 'GLTR']","['4.949', '-2.696', '-2.833']","['208.68', '35.01', '355']"
